BOR;AN;FI;GRP;FI_EJ;REG;DEP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;RS;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARMT
IDB;2019;570014563;24;570000141;44;57;11;1;292;PUB3;1;0;;0;0;26570016100218;HOPITAL DE JOUR ENFANTS LES LUCIOLES;INTERSECTEUR DE PSYCHIATRIE;49;RTE;DE BITCHE;;;57200;SARREGUEMINES;57631;;
IDB;2019;570014571;24;570000141;44;57;11;1;292;PUB3;1;0;;0;0;26570016100234;CMP CATTP HDJ ENFANTS DE FORBACH;INTERSECTEUR DE PSYCHIATRIE;28;AV;DE SPICHEREN;;;57600;FORBACH;57227;;
IDB;2019;570015040;39;570010181;44;57;62;3;362;PNL9;6;1;1;0;0;77561815000202;USLD CENTRE DE GERIATRIE DE FORBACH;;24;FG;SAINTE CROIX;;;57600;FORBACH;57227;0387876769;
IDB;2019;570015065;24;570000133;44;57;11;1;292;PUB3;1;0;;0;0;26570009600281;CLINIQUE DE PSY MEDICALE DE PHALSBOURG;;;R;DE L'HOPITAL;HOPITAL ST JOSEPH;;57370;PHALSBOURG;57540;;
IDB;2019;570015099;02;;44;57;13;1;355;;1;0;;1;1;;CH DE SARREBOURG;;;;DU GENERAL DE GAULLE;;BP 80269;57402;SARREBOURG CEDEX;57630;0387232425;
IDB;2019;570015206;39;570010181;44;57;62;3;362;PNL9;6;1;1;0;0;77561815000442;USLD HOPITAL DE CHATEAU-SALINS;;40;R;DE METZ;;;57170;CHATEAU SALINS;57132;0387055454;
IDB;2019;570015651;24;570000133;44;57;11;1;412;PUB7;1;0;;0;0;26570009600299;MAISON THERAPEUTIQUE DE CREUTZWALD;;36;R;DES PLATANES;;;57150;CREUTZWALD;57160;;
IDB;2019;570015784;34;570000158;44;57;13;1;362;PUB9;1;0;;0;0;26570005400058;USLD HOPITAL SAINT-JOSEPH DE BITCHE;;1;R;DE LEBACH;;BP 70;57233;BITCHE CEDEX;57089;;
IDB;2019;570016014;34;570000034;44;57;11;1;362;PUB9;1;0;;0;0;26570313200059;USLD CRS SAINT LUC;;;RTE;DE DABO;CHATEAU DES CARRIERES;;57565;NIDERVILLER;57630;;
IDB;2019;570022376;39;570011353;44;57;61;3;362;PNL9;6;1;1;0;0;77998579500029;USLD HOPITAL DE MARANGE-SILVANGE;;62;R;SAINT-FRANCOIS;;;57535;MARANGE SILVANGE;57443;0387709000;
IDB;2019;570023127;24;570000133;44;57;11;1;292;PUB3;1;0;;0;0;26570009600323;UNITE PSYCHIATRIE SITE LEMIRE ST-AVOLD;;7;R;LEMIRE;CH LEMIRE DE SAINT AVOLD;;57500;ST AVOLD;57606;;
IDB;2019;570023192;39;570010181;44;57;62;3;362;PNL9;6;1;1;0;0;30289111400126;USLD LE KEM DE THIONVILLE;;129;RTE;DE GUENTRANGE;;;57100;THIONVILLE;57672;0382549898;
IDB;2019;570023291;24;570000513;44;57;11;1;444;PUB7;1;0;;0;0;26570002100214;CENTRE D'ACCUEIL ET DE CRISE + SPUL;HOPITAL DE METZ;1;ALL;DU CHATEAU;SITE DE MERCY;CS 45001;57530;ARS LAQUENEXY;57031;;
IDB;2019;570024448;24;570000133;44;57;11;1;292;PUB3;1;0;;0;0;26570009600356;CENTRE D'ACCUEIL ET SOINS DEPENDANCES;;7;R;ERCKMANN CHATRIAN;;;57400;SARREBOURG;57630;;
IDB;2019;570024463;24;570000141;44;57;11;1;292;PUB3;1;0;;0;0;26570016100275;CENTRE D'ACCUEIL ET SOINS TOXICOMANES;;18;RLE;HOLZ;;;57200;SARREGUEMINES;57631;;
IDB;2019;570024489;24;570000513;44;57;11;1;156;PUB7;1;0;;0;0;26570002100255;CMP ADULTES DE FAMECK;;17;R;GENERAL HENRY;CITE SOCIALE DE FAMECK;;57290;FAMECK;57206;;
IDB;2019;570024497;24;570000513;44;57;11;1;156;PUB7;1;0;;0;0;26570002100248;CMP PSYCHOGERIATRIE DE METZ;;25B;R;LAFAYETTE;;;57000;METZ;57463;;
IDB;2019;570024505;24;570000513;44;57;11;1;156;PUB7;1;0;;0;0;26570002100263;CMP NICOLAS JUNG;;1;R;NICOLAS JUNG;;;57050;METZ;57463;;
IDB;2019;570024513;24;570000513;44;57;11;1;156;PUB7;1;0;;0;0;26570002100230;CMP ADOLESCENTS DE LA MOSELLE;CASA;7;R;HARELLE;;;57000;METZ;57463;;
IDB;2019;570025254;02;;44;57;14;1;355;;1;0;;2;1;;CHIC UNISANTE+;CENTRE HOSPITALIER INTERCOMMUNAL;;;THERESE;;BP 80229;57604;FORBACH CEDEX;57227;0387888000;
IDB;2019;570027755;24;570000513;44;57;11;1;292;PUB3;1;0;;0;0;;CENTRE CONSULTATIONS ET SOINS CHS JURY;;2;R;PAUL LANGEVIN;AVENUE DE STRASBOURG;;57070;METZ;57463;;
IDB;2019;570028555;24;570000513;44;57;11;1;292;PUB3;1;0;;0;0;;CTRE DE REHABILITATION DE JOUR ADULTES;;12;R;DES TREIZE;;;57070;METZ;57463;;
IDB;2019;580003028;24;580780971;27;58;11;1;425;PUB7;1;0;;0;0;26580003700243;CATTP ADULTES CORBIGNY;;1;R;DU TACOT;;;58800;CORBIGNY;58083;;
IDB;2019;580003119;24;580780971;27;58;11;1;156;PUB7;1;0;;0;0;26580003700276;CMP ADULTES LA CHARITE SUR LOIRE;;;R;DU COLLEGE;CLOS SAINT REVERIEN;;58400;LA CHARITE SUR LOIRE;58059;;
IDB;2019;580003168;24;580780971;27;58;11;1;425;PUB7;1;0;;0;0;26580003700284;CATTP ADULTE REGNARD CHARITE SUR LOIRE;;10;R;DU COLLEGE;;;58400;LA CHARITE SUR LOIRE;58059;;
IDB;2019;580003218;24;580780971;27;58;11;1;292;PUB3;1;0;;0;0;;CMP CATTP ADULTES COSNE;;3;R;ALPHONSE BAUDIN;;;58200;COSNE COURS SUR LOIRE;58086;;
IDB;2019;580003408;24;580780971;27;58;11;1;156;PUB7;1;0;;0;0;;CMP VAUBAN ADULTES NEVERS;;12;R;VAUBAN;;;58000;NEVERS;58194;;
IDB;2019;580003549;24;580780971;27;58;11;1;425;PUB7;1;0;;0;0;;CATTP BANLAY ADULTES NEVERS;;49;BD;MARECHAL LATTRE DE TASSIGNY;;;58000;NEVERS;58194;;
IDB;2019;580003598;24;580780971;27;58;11;1;156;PUB7;1;0;;0;0;;CESAM;;1;AV;PATRICK GUILLOT;CH PIERRE BEREGOY;;58000;NEVERS;58194;;
IDB;2019;580003788;24;580780971;27;58;11;1;425;PUB7;1;0;;0;0;26580003700219;CATTP ADULTES ST PIERRE LE MOUTIER;;3;PL;LOUIS BOUILLER;;;58240;ST PIERRE LE MOUTIER;58264;;
IDB;2019;580003879;24;580780971;27;58;11;1;425;PUB7;1;0;;0;0;26580003700227;CATTP ADULTES IMPHY;;60;R;DE CHAZEAU;;;58160;IMPHY;58134;;
IDB;2019;580003978;24;580780971;27;58;11;1;425;PUB7;1;0;;0;0;;CATTP CHATILLON SECTEUR SUD;;17;R;CHAMP LAURON;;;58110;CHATILLON EN BAZOIS;58065;;
IDB;2019;580004059;24;580780971;27;58;11;1;425;PUB7;1;0;;0;0;26580003700235;CATTP ADULTES GUERIGNY;;31;AV;ARNAULT DE LANGE;;;58130;GUERIGNY;58131;;
IDB;2019;580005163;24;580780039;27;58;14;1;355;PUB2;1;0;;0;0;20001120300052;HJ CATTP CH NEVERS;;32;PL;DU GRAND COURLIS;;;58000;NEVERS;58194;;
IDB;2019;580005262;24;580780971;27;58;11;1;292;PUB3;1;0;;0;0;26580003700078;HOPITAL DE JOUR ADULTES NEVERS;;2;PL;DE LA REPUBLIQUE;;;58000;NEVERS;58194;;
IDB;2019;580005270;24;580780971;27;58;11;1;292;PUB3;1;0;;0;0;26580003700144;HOPITAL DE JOUR POUR ADULTES-COSNE;;87T;R;JEAN JAURES;;;58200;COSNE COURS SUR LOIRE;58086;;
IDB;2019;580005296;24;580780971;27;58;11;1;292;PUB3;1;0;;0;0;26580003700151;CMP CATTP HOPITAL JOUR ADULTES DECIZE;;2;R;MARGUERITE MONNOT;;;58300;DECIZE;58095;;
IDB;2019;580005668;24;580780971;27;58;11;1;292;PUB3;1;0;;0;0;26580003700136;CH PIERRE LÔO CLINIQUE DU PRE-POITIERS;CH P. LOO CLINIQUE PRE-POITIERS;2;R;DU DOCTEUR JULES RENAULT;;BP 60029;58027;NEVERS CEDEX;58194;;
IDB;2019;580005767;24;580780971;27;58;11;1;292;PUB3;1;0;;0;0;26580003700177;CMP CATTP HOPITAL JOUR ADULTES;;1;R;DES PROMENADES;;;58500;CLAMECY;58079;;
IDB;2019;580006591;24;580780971;27;58;11;1;425;PUB7;1;0;;0;0;;CATTP ADULTES VARZY;;7;R;NICOLAS COLBERT;;;58210;VARZY;58304;;
IDB;2019;580780039;02;;27;58;14;1;355;;1;0;;2;1;;CHI AGGLOMERATION DE NEVERS;;;;DE L'HOPITAL;;BP 649;58000;NEVERS;58194;0386937030;
IDB;2019;580780047;02;;27;58;13;1;355;;1;0;;1;1;;CH CHATEAU-CHINON;;;;J.M. THEVENIN;;;58120;CHATEAU CHINON;58062;0386796000;
IDB;2019;580780054;02;;27;58;13;1;106;;1;0;;1;1;;CENTRE HOSPITALIER LES CYGNES;;;;DU PANORAMA;;BP 25;58140;LORMES;58145;0386223000;
IDB;2019;580780070;02;;27;58;13;1;355;;1;0;;1;1;;CH CLAMECY;;;;BEAUGY;;;58500;CLAMECY;58079;0386276000;
IDB;2019;580780088;02;;27;58;13;1;355;;1;0;;1;1;;CH COSNE COURS SUR LOIRE;;;;MARECHAL LECLERC;;;58206;COSNE COURS SUR LOIRE CEDE;58086;0386265454;
IDB;2019;580780096;02;;27;58;13;1;355;;1;0;;1;1;;CH DECIZE;;;;DE MOULINS;;BP 65;58300;DECIZE;58095;0386777879;
IDB;2019;580780757;02;;27;58;13;1;106;;1;0;;1;1;;CENTRE LONG SEJOUR STPIERRE LE MOUTIER;;;;DU COMMANDANT LEIFFEIT;;;58240;ST PIERRE LE MOUTIER;58264;0386606500;
IDB;2019;580780971;02;;27;58;11;1;292;;1;0;;1;1;;CH PIERRE LÔO EPSM DE LA NIEVRE;;;;DES HOTELLERIES;;BP 137;58405;LA CHARITE SUR LOIRE CEDEX;58059;0386694040;
IDB;2019;580781136;02;;27;58;13;1;355;;1;0;;1;1;;CH HENRI DUNANT;;;;HENRI DUNANT;;;58405;LA CHARITE SUR LOIRE CEDEX;58059;0386694469;
IDB;2019;580970978;02;;27;58;13;1;106;;1;0;;1;1;;CENTRE DE LONG SÉJOUR;;;;HOCHE;;;58170;LUZY;58149;0386302828;
IDB;2019;580970994;34;580781136;27;58;13;1;362;PUB9;1;0;;0;0;26580004500030;USLD CH H DUNANT LA CHARITE-SUR-LOIRE;;;R;HENRI DUNANT;;;58400;LA CHARITE SUR LOIRE;58059;;
IDB;2019;580971000;34;580780047;27;58;13;1;362;PUB9;1;0;;0;0;26580005200036;USLD CH CHATEAU-CHINON;;42;R;J M THEVENIN;;;58120;CHATEAU CHINON;58062;;
IDB;2019;580971026;34;580780088;27;58;13;1;362;PUB9;1;0;;0;0;26580007800023;USLD CH COSNE-COURS/LOIRE;;96;R;MARECHAL LECLERC;;;58206;COSNE COURS SUR LOIRE CEDE;58086;;
IDB;2019;580971646;34;580780039;27;58;14;1;362;PUB9;1;0;;0;0;20001120300078;USLD CH NEVERS SITE COLBERT;;4;R;ETIENNE LITAUD;;;58000;NEVERS;58194;;
IDB;2019;580972016;34;580780039;27;58;14;1;362;PUB9;1;0;;0;0;20001120300102;USLD CH NEVERS SITE PIGNELIN;EHPAD DE PIGNELIN;5;RTE;DE LA GUESSE;;;58640;VARENNES VAUZELLES;58303;;
IDB;2019;590000212;24;590034740;32;59;11;1;292;PUB3;1;0;;0;0;26590870700192;CTRE TRÉLAT EPSM AGGL LILLOISE;;76;R;DE LAMBERSART;;BP 26;59872;ST ANDRE CEDEX;59527;;
IDB;2019;590001467;06;;32;59;95;2;899;;0;0;;1;1;;SAS NEPHROCARE MAUBEUGE;NEPHROCARE;;;DE LA POLYCLINIQUE;;BP 80110;59600;MAUBEUGE;59392;0327638322;
IDB;2019;590003281;08;;32;59;85;2;698;;0;9;;1;1;;CENTRE GRAY;;;;D'ASSEVENT;;;59600;MAUBEUGE;59392;0327698383;
IDB;2019;590006052;24;590781605;32;59;13;1;355;PUB2;1;0;;0;0;26590678400169;HJ PSY ADULTES ORANGERIE CH CAMBRAI;;130;BD;FAIDHERBE;;;59400;CAMBRAI;59122;;
IDB;2019;590006060;24;590780193;32;59;13;1;101;PUB1;1;0;;0;0;26590671900397;HJ PSY ADULTES HAUBOURDIN 59G08;;80;R;AUGUSTE POTIÉ;;;59320;HAUBOURDIN;59286;;
IDB;2019;590006268;08;;32;59;85;2;698;;0;9;;1;1;;GROUPE MEDICAL DES DENTELLIERES;;;;DES DENTELLIERES;;;59300;VALENCIENNES;59606;;
IDB;2019;590006615;24;590781803;32;59;13;1;156;PUB7;1;0;;0;0;26590695800169;CENTRE MEDICO-PSYCHOLOGIQUE;;12;FG;FAUROEULX;;;59530;LE QUESNOY;59481;;
IDB;2019;590006623;24;590782678;32;59;11;1;156;PUB7;1;0;;0;0;26590707100384;ANTEN CMP ADULTE BERGUES EPSM FLANDRES;59G02 - 59I01;24;R;MAURICE CORNETTE;;;59380;BERGUES;59067;;
IDB;2019;590006631;24;590782678;32;59;11;1;156;PUB7;1;0;;0;0;26590707100376;ANTEN CMP ADULT BOURBOURG EPSM FLANDRE;;;AV;FRANCOIS MITTERAND;CENTRE SOCIAL;;59630;BOURBOURG;59094;;
IDB;2019;590006680;24;590782678;32;59;11;1;156;PUB7;1;0;;0;0;26590707100343;CMP ADULTES EPSM FLANDRES;;9;R;ST SEBASTIEN;;;59140;DUNKERQUE;59183;;
IDB;2019;590006706;24;590782678;32;59;11;1;156;PUB7;1;0;;0;0;26590707100335;ANT CMP BAILLEUL 59G06 EPSM FLANDRE;CENTRE DE SOINS MUNICIPAL;;R;ST VINCENT DE PAUL;;;59940;ESTAIRES;59212;;
IDB;2019;590006714;24;590782678;32;59;11;1;156;PUB7;1;0;;0;0;26590707100525;CMP ENFANTS GDE SYNTHE EPSM FLANDRES;;13;R;DENIS PAPIN;;;59760;GRANDE SYNTHE;59271;;
IDB;2019;590006722;24;590782678;32;59;11;1;156;PUB7;1;0;;0;0;26590707100319;ANT CMP ENFAN HONDSCHOOTE EPSM FLANDRE;59I01;;R;DE LA LIBERATION;CENTRE DE P.M.I.;;59122;HONDSCHOOTE;59309;;
IDB;2019;590006730;24;590782678;32;59;11;1;156;PUB7;1;0;;0;0;26590707100301;ANT CMP ADUL-ENF MERVILLE EPSM FLANDRE;59G06 - 59I02;;R;DU GENERAL DE GAULLE;CHATEAU ARNOULD;;59660;MERVILLE;59400;;
IDB;2019;590006755;24;590782678;32;59;11;1;156;PUB7;1;0;;0;0;26590707100434;ANT CMP 59G05 HAZEBROUCK EPSM FLANDRES;;;PL;JM RYCKEXAERT;CENTRE SOCIAL;;59114;STEENVOORDE;59580;;
IDB;2019;590006771;24;590782678;32;59;11;1;156;PUB7;1;0;;0;0;26590707100285;ANTENN CMP ADULT WORMHOUT EPSM FLANDRE;CENTRE JACQUELINE MARISSAL;;PL;DU GENERAL DE GAULLE;;;59470;WORMHOUT;59663;;
IDB;2019;590006995;24;590782660;32;59;11;1;156;PUB7;1;0;;0;0;26590706300324;CMP SCHACKLETON G18 COMINES EPSM LM;;2;;GRAND'PLACE;;;59560;COMINES;59152;;
IDB;2019;590007001;24;590782215;32;59;13;1;156;PUB7;1;0;;0;0;26590673500278;ANT CMP 59I09 ENF ST-AMAND CH VALENCIE;59I09;70;R;DE VALENCIENNES;;;59230;ST AMAND LES EAUX;59526;;
IDB;2019;590007027;24;590782215;32;59;13;1;425;PUB7;1;0;;0;0;26590673500260;CATTP 59G31 & 59G32 CH VALENCIENNES;;6;R;PERCEPAIN;;;59300;VALENCIENNES;59606;;
IDB;2019;590007175;24;590782678;32;59;11;1;292;PUB3;1;0;;0;0;26590707100400;HJ PSY ENFAN ORANGE BLEUE EPSM FLANDRE;;35;R;DU RIVAGE;;;59190;HAZEBROUCK;59295;;
IDB;2019;590007183;24;590034740;32;59;11;1;156;PUB7;1;0;;0;0;26590870700184;CMP ENFANTS COGGHE EPSM AGG LILLOISE;;12;R;REMY COGGHE;;;59100;ROUBAIX;59512;;
IDB;2019;590007191;24;590780193;32;59;13;1;156;PUB7;1;0;;0;0;26590671900405;CMP ADULTES HAUBOURDIN 59G08;;80;R;AUGUSTE POTIE;;;59320;HAUBOURDIN;59286;;
IDB;2019;590007993;24;590782678;32;59;11;1;292;PUB3;1;0;;0;0;26590707100418;CLINIQUE PSY 59G06 ADULT LA CLAIRIERE;;791;RTE;DE LOCRE;;;59270;BAILLEUL;59043;;
IDB;2019;590008058;24;590781803;32;59;13;1;412;PUB7;1;0;;0;0;;AT ADULTES MAUBEUGE CH MAUBEUGE;;55;R;DE DOUZIES;;;59600;MAUBEUGE;59392;;
IDB;2019;590008108;24;590782207;32;59;13;1;412;PUB7;1;0;;0;0;;AT ADULTES ST AMAND CH ST AMAND;;300;RTE;DE LILLE;;;59230;ST AMAND LES EAUX;59526;;
IDB;2019;590008249;08;;32;59;79;2;698;;0;9;;1;1;;SCM BOURGOGNE;;;;DE DUNKERQUE;;;59000;LILLE;59350;0320009757;
IDB;2019;590008322;24;590782207;32;59;13;1;425;PUB7;1;0;;0;0;26590697400059;CENTRE ALCOOLOGIQUE DE JOUR;;25;R;GENERAL HORNE;;;59300;VALENCIENNES;59606;;
IDB;2019;590008348;24;590782678;32;59;11;1;412;PUB7;1;0;;0;0;26590707100582;MAISON THERAPEUTIQUE 59G04;;11;R;DU MOULIN HAUT;;;59820;GRAVELINES;59273;;
IDB;2019;590008504;24;590782660;32;59;11;1;156;PUB7;1;0;;0;0;26590706300175;CMP ENFANTS NATIONALE EPSM LILLE METRO;;75;R;NATIONALE;;;59200;TOURCOING;59599;;
IDB;2019;590008579;25;590053955;32;59;95;2;161;PLU7;0;4;;0;0;;CLINIQUE PSY ADULTES AVENUE SALOMON;;4;AV;SALOMON;;;59000;LILLE;59350;;
IDB;2019;590008629;08;;32;59;85;2;698;;0;9;;2;1;;SELARL GR IMAG ET CANCERO PT ST VAAST;;;;DU PONT SAINT VAAST;;;59500;DOUAI;59178;;
IDB;2019;590009528;24;590782165;32;59;13;1;355;PUB2;1;0;;0;0;26590681800017;HJ ENFANTS BRITTEN DENAIN - CH DENAIN;UNITE D'HOSPIT BENJAMIN BRITTEN;88;R;REMY DUQUESNOY;;;59220;DENAIN;59172;;
IDB;2019;590012399;24;590782660;32;59;11;1;156;PUB7;1;0;;0;0;26590706300118;CMP-CATTP G19 LA MADEL EPSM LILLE METR;;119;R;DU GENERAL DE GAULLE;;59700;59110;LA MADELEINE;59368;;
IDB;2019;590012829;24;590782660;32;59;11;1;412;PUB7;1;0;;0;0;;AT G21 FACHES THUM EPSM LILLE METROPOL;;34;R;DES MYOSOTIS;;;59155;FACHES THUMESNIL;59220;;
IDB;2019;590013108;24;590782660;32;59;11;1;425;PUB7;1;0;;0;0;;CATTP G10 THUMERIES EPSM LILLE METROPO;;6;R;GAMBETTA;;59239;59239;THUMERIES;59592;;
IDB;2019;590013199;24;590782660;32;59;11;1;425;PUB7;1;0;;0;0;;CATTP G17 TOURCOING EPSM LILLE METROPO;;13;BD;GAMBETTA;;;59200;TOURCOING;59599;;
IDB;2019;590013249;24;590782660;32;59;11;1;425;PUB7;1;0;;0;0;;CATTP G18 CEDRE VERT EPSM LILLE METROP;;30;R;COMINES;;;59560;COMINES;59152;;
IDB;2019;590014338;24;590782660;32;59;11;1;156;PUB7;1;0;;0;0;;CMP G18 TRIESTRE HALLUI EPSM LILLE MET;;180;R;DE LILLE;;;59250;HALLUIN;59279;;
IDB;2019;590015608;24;590782678;32;59;11;1;292;PUB3;1;0;;0;0;;EPSM FLANDRES SITE CAPELLE LA GRANDE;;;AV;CHARLES DE GAULLE;;;59180;CAPPELLE LA GRANDE;59131;;
IDB;2019;590016309;24;590782660;32;59;11;1;425;PUB7;1;0;;0;0;;CATTP A ARMENTIERES EPSM LILLE METROPO;;;;;;;59280;ARMENTIERES;59017;;
IDB;2019;590017588;24;590781803;32;59;13;1;355;PUB2;1;0;;0;0;;HOP DE JOUR PEDOPSY CH MAUBEUGE;;2;R;ROBERT BICHET;;;59440;AVESNELLES;59035;;
IDB;2019;590018099;24;590034740;32;59;11;1;292;PUB3;1;0;;0;0;;STRUCT ALT ACCUEIL EPSM AGGL LILLOISE;;;;;;;59000;LILLE;59350;;
IDB;2019;590033361;24;590781605;32;59;13;1;444;PUB7;1;0;;0;0;;CCAP ADO LE PASSAGE CH CAMBRAI;;251;R;SAINT-LADRE;;;59400;CAMBRAI;59122;;
IDB;2019;590033569;24;590782678;32;59;11;1;412;PUB7;1;0;;0;0;26590707100681;AT ADULTES BERGUES;;;PL;DU MARCHE AUX BESTIAUX;;;59380;BERGUES;59067;;
IDB;2019;590033619;24;590782678;32;59;11;1;412;PUB7;1;0;;0;0;26590707100699;AT ADULTES DUNKERQUE;;16;PL;DU PALAIS DE JUSTICE;;;59140;DUNKERQUE;59183;;
IDB;2019;590033668;24;590034740;32;59;11;1;292;PUB3;1;0;;0;0;26590870700010;HOPITAL LUCIEN BONNAFE EPSM AGG LILLOI;;140;R;DE CHARLEROI;;;59100;ROUBAIX;59512;;
IDB;2019;590033718;24;590034740;32;59;11;1;292;PUB3;1;0;;0;0;;CLINIQUE DU NOUVEAU MONDE EPSM AGGL LI;;2;R;DU NOUVEAU MONDE;;;59100;ROUBAIX;59512;;
IDB;2019;590033874;24;590034740;32;59;11;1;292;PUB3;1;0;;0;0;;AT LES VERTES FEUILLES EPSM AGG LILLOI;APP. 3 5ÈME ETAGE PORTE 1;;;;;;59350;ST ANDRE LEZ LILLE;59527;;
IDB;2019;590034278;24;590034740;32;59;11;1;292;PUB3;1;0;;0;0;26590870700010;STRUCT INTER-SECTORIELLE-ADOLESCENTS;;45;AV;DE FLANDRE;;;59290;WASQUEHAL;59646;;
IDB;2019;590034740;02;;32;59;11;1;292;;1;0;;1;1;;EPSM AGGLOME LILLOISE LOMMELET;;;;DU GENERAL LECLERC;;BP 4;59871;ST ANDRE CEDEX;59527;0320637600;
IDB;2019;590034906;24;590782678;32;59;11;1;292;PUB3;1;0;;0;0;26590707100509;HJ PSY ENFANTS RÉPUBLIQUE EPSM FLANDRE;LE PETIT PRINCE;1T;BD;DE LA REPUBLIQUE;;FRANCOIS MITTERAND;59140;DUNKERQUE;59183;;
IDB;2019;590034914;24;590782660;32;59;11;1;292;PUB3;1;0;;0;0;;AT LOMME EPSM AGGL LILLOISE;;307;AV;DE DUNKERQUE;;;59160;LILLE;59350;;
IDB;2019;590035366;34;590781902;32;59;13;1;362;PUB9;1;0;;0;0;26590700600208;USLD RESIDENCE MAHAUT DE GUISNES;CH GUSTAVE DRON;155;R;DU PRESIDENT COTY;;;59200;TOURCOING;59599;;
IDB;2019;590035499;24;590782660;32;59;11;1;292;PUB3;1;0;;0;0;;HOP DE JOUR POUR ADOL EPSM LILLE METRO;;1;R;RENOIR;;;59200;TOURCOING;59599;;
IDB;2019;590036497;24;590782678;32;59;11;1;292;PUB3;1;0;;0;0;26590707100467;CTRE SOINS 59G01 LA TONNELLE;;967;AV;DE ROSENDAEL;;BP 56374;59140;DUNKERQUE;59183;;
IDB;2019;590036562;24;590782660;32;59;11;1;292;PUB3;1;0;;0;0;;CTRE G21 COMMUN PSY EPSM LILLE METROPO;;;;;;HELLEMMES;59000;LILLE;59350;;
IDB;2019;590037354;24;590782678;32;59;11;1;156;PUB7;1;0;;0;0;26590707100491;CMP 59G05 ADUL HOLBECQUE EPSM FLANDRE;;;R;DU COMMISSARIAT;;;59190;HAZEBROUCK;59295;;
IDB;2019;590037362;24;590782678;32;59;11;1;425;PUB7;1;0;;0;0;26590707100475;ANTENNE CATTP HONDSCHOOTE EPSM FLANDRE;CENTRE SOCIAL CULTUR DANIEL PEEN;;;;;;59122;HONDSCHOOTE;59309;;
IDB;2019;590037370;24;590782678;32;59;11;1;425;PUB7;1;0;;0;0;26590707100483;ANT CATTP ADULT WORMHOUT EPSM FLANDRE;FERMETTE AMMEUX;;RTE;DE STEEVOORDE;;;59470;WORMHOUT;59663;;
IDB;2019;590037396;24;590782678;32;59;11;1;156;PUB7;1;0;;0;0;26590707100392;ANTEN CMP ADULTES WATTEN EPSM FLANDRES;;;R;MONTAGNE;;;59143;WATTEN;59647;;
IDB;2019;590037511;24;590782207;32;59;13;1;355;PUB2;1;0;;0;0;;HJ PSY ADULTES CH ST AMAND LES EAUX;;21;R;DU BRUILLE;;;59230;ST AMAND LES EAUX;59526;;
IDB;2019;590037677;24;590780052;32;59;13;1;412;PUB7;1;0;;0;0;26590699000097;ATHOS PECQUENCOURT CH SOMAIN;;9;;RUE DU BEFFROI;;;59146;PECQUENCOURT;59456;;
IDB;2019;590037701;24;590783239;32;59;13;1;355;PUB2;1;0;;0;0;;HJ PSY ENFANTS CH DOUAI;;201;R;D'ARRAS;;;59500;DOUAI;59178;;
IDB;2019;590038311;24;590782678;32;59;11;1;415;PUB7;1;0;;0;0;26590707100442;CTRE ENTRETIENS FAMILIAUX EPSM FLANDRE;DU LITTORAL;8;R;DE BEAUMONT;;;59140;DUNKERQUE;59183;;
IDB;2019;590038345;24;590034740;32;59;11;1;425;PUB7;1;0;;0;0;26590870700218;CATTP ADULT WAZEMMES EPSM AGGL LILLOIS;;174;R;DE WAZEMMES;;;59000;LILLE;59350;;
IDB;2019;590038352;24;590034740;32;59;11;1;425;PUB7;1;0;;0;0;;CATTP ADULT MONTEBELLO EPSM AGGLO LILL;;136;BD;MONTEBELLO;;;59000;LILLE;59350;;
IDB;2019;590038360;24;590034740;32;59;11;1;156;PUB7;1;0;;0;0;;ANT CMP ADULT BOIS BLANCS EPSM AGGL LI;MAISON DE QUARTIER;;R;DE LA BOURDONNAYE;;;59000;LILLE;59350;;
IDB;2019;590038386;24;590034740;32;59;11;1;425;PUB7;1;0;;0;0;;CATTP ADUL HAL AU SUCRE EPSM AGGL LILL;MAISON DE QUARTIER G. PETIT;;R;DES ARCHIVES;;;59000;LILLE;59350;;
IDB;2019;590038402;24;590034740;32;59;11;1;412;PUB7;1;0;;0;0;;AT D'AGUESSEAU EPSM AGGLOME LILLOISE;;39;R;D'AGUESSEAU;;;59000;LILLE;59350;;
IDB;2019;590038410;24;590034740;32;59;11;1;425;PUB7;1;0;;0;0;;CATTP HEM EPSM AGGL LILLOISE;;322;R;HENRI DUNANT;;;59510;HEM;59299;;
IDB;2019;590038436;24;590034740;32;59;11;1;412;PUB7;1;0;;0;0;;AT ROUBAIX DAMMARTIN EPSM AGGL LILLOIS;;32;R;DAMMARTIN;;;59100;ROUBAIX;59512;;
IDB;2019;590038444;24;590034740;32;59;11;1;412;PUB7;1;0;;0;0;;AT WATTRELOS EPSM AGGLO LILLOISE;;72;R;DU TILLEUL;;;59150;WATTRELOS;59650;;
IDB;2019;590038451;24;590034740;32;59;11;1;412;PUB7;1;0;;0;0;;AT ROUBAIX FREGOLI EPSM AGGL LILLOISE;;74;R;ROGER SALENGRO;;;59100;ROUBAIX;59512;;
IDB;2019;590038477;24;590034740;32;59;11;1;156;PUB7;1;0;;0;0;;CMP ADULT VERDUN EPSM LILLE METROPOLE;;;AV;DE VERDUN;;;59100;ROUBAIX;59512;;
